Timestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.F7.Theta,POW.F7.Alpha,POW.F7.BetaL,POW.F7.BetaH,POW.F7.Gamma,POW.F3.Theta,POW.F3.Alpha,POW.F3.BetaL,POW.F3.BetaH,POW.F3.Gamma,POW.FC5.Theta,POW.FC5.Alpha,POW.FC5.BetaL,POW.FC5.BetaH,POW.FC5.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.P7.Theta,POW.P7.Alpha,POW.P7.BetaL,POW.P7.BetaH,POW.P7.Gamma,POW.O1.Theta,POW.O1.Alpha,POW.O1.BetaL,POW.O1.BetaH,POW.O1.Gamma,POW.O2.Theta,POW.O2.Alpha,POW.O2.BetaL,POW.O2.BetaH,POW.O2.Gamma,POW.P8.Theta,POW.P8.Alpha,POW.P8.BetaL,POW.P8.BetaH,POW.P8.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.FC6.Theta,POW.FC6.Alpha,POW.FC6.BetaL,POW.FC6.BetaH,POW.FC6.Gamma,POW.F4.Theta,POW.F4.Alpha,POW.F4.BetaL,POW.F4.BetaH,POW.F4.Gamma,POW.F8.Theta,POW.F8.Alpha,POW.F8.BetaL,POW.F8.BetaH,POW.F8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
1720416429,43,0,4357.820313,4295.256348,4313.717773,4335.769043,4290.641113,4321.282227,4307.692383,4281.922852,4287.563965,4263.205078,4445.897461,4405.512695,4351.538574,4381.538574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720416429,44,0,4353.589844,4296.282227,4308.846191,4337.05127,4284.230957,4316.794922,4298.589844,4280.641113,4281.922852,4266.538574,4443.717773,4403.205078,4348.333496,4379.358887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720416429,45,0,4353.077148,4296.794922,4303.974121,4331.666504,4279.230957,4318.461426,4297.179688,4273.077148,4276.282227,4259.230957,4435.128418,4396.538574,4347.436035,4380.512695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720416429,46,0,4347.436035,4291.282227,4298.717773,4320.641113,4280.769043,4322.820313,4302.820313,4272.436035,4276.410156,4254.487305,4432.563965,4392.563965,4348.077148,4374.487305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720416429,47,0,4343.461426,4292.94873,4302.692383,4324.871582,4283.077148,4325.641113,4308.333496,4282.692383,4282.94873,4258.846191,4437.179688,4399.871582,4349.615234,4371.666504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720416429,48,0,4348.589844,4305.897461,4312.94873,4336.666504,4283.717773,4328.077148,4310,4285.641113,4284.743652,4264.743652,4434.358887,4407.307617,4352.307617,4374.358887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720416429,49,0,4353.589844,4311.794922,4311.410156,4336.282227,4286.538574,4327.05127,4302.692383,4280.512695,4282.05127,4263.974121,4431.282227,4414.358887,4355.897461,4376.538574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720416429,50,0,4350.256348,4307.179688,4303.333496,4329.230957,4290.512695,4322.820313,4295.128418,4277.05127,4277.05127,4260.256348,4434.102539,4406.666504,4354.615234,4372.307617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720416429,51,0,4349.615234,4307.05127,4308.205078,4328.077148,4289.615234,4323.846191,4295.128418,4271.794922,4268.717773,4263.077148,4433.461426,4398.717773,4354.102539,4372.692383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720416429,52,0,4354.358887,4310.769043,4318.205078,4334.230957,4286.282227,4325.384766,4297.307617,4269.615234,4267.563965,4270.256348,4434.230957,4423.846191,4362.05127,4389.230957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720416429,53,0,4346.153809,4311.794922,4317.05127,4341.282227,4288.461426,4317.94873,4294.230957,4272.692383,4269.871582,4270.512695,4435.769043,4422.05127,4360.512695,4396.538574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720416429,54,0,4337.94873,4309.615234,4312.692383,4337.563965,4290,4321.410156,4295.128418,4274.358887,4270.384766,4268.589844,4432.436035,4409.102539,4351.153809,4389.487305,2.980581,1.930075,1.121855,0.490296,0.141304,0.817288,0.880359,1.30608,0.362056,0.234429,1.890588,2.416512,1.057071,0.497747,0.138761,0.883333,1.424796,1.455586,0.404071,0.23691,0.22892,0.711201,0.524071,0.317463,0.142199,0.213607,0.466817,0.34591,0.158298,0.236402,0.963531,2.222656,0.915441,0.540566,0.16868,1.304753,1.882048,0.761161,0.606152,0.211549,0.596827,1.137227,0.346955,0.600756,0.2746,4.280075,1.839386,0.823241,0.67495,0.156202,1.438874,1.579767,1.130976,0.573321,0.211342,2.003127,2.136645,0.724706,0.545126,0.511162,0.894659,0.941866,0.57043,0.301078,0.101981,4.129379,5.179814,2.591574,0.97591,0.22619
1720416429,55,0,4351.666504,4306.794922,4312.563965,4328.461426,4292.307617,4333.846191,4306.794922,4278.333496,4276.538574,4275,4430.512695,4423.589844,4348.974121,4389.358887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720416429,56,0,4359.358887,4299.871582,4305.256348,4325.512695,4292.692383,4327.692383,4309.102539,4281.410156,4281.153809,4272.179688,4426.922852,4414.743652,4337.94873,4384.743652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720416429,57,0,4353.333496,4290.256348,4300.256348,4325.128418,4285,4315.897461,4301.153809,4279.358887,4277.94873,4262.436035,4420.384766,4406.410156,4320.769043,4371.538574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
